"V1","V3","V4"
"GO:0021853","cerebral cortex GABAergic interneuron migration","GO:0009987","cellular process"
"GO:0033564","anterior/posterior axon guidance","GO:0009987","cellular process"
"GO:0030010","establishment of cell polarity","GO:0009987","cellular process"
"GO:0030101","natural killer cell activation","GO:0009987","cellular process"
"GO:0051546","keratinocyte migration","GO:0009987","cellular process"
"GO:0030050","vesicle transport along actin filament","GO:0009987","cellular process"
"GO:0030049","muscle filament sliding","GO:0009987","cellular process"
"GO:0045143","homologous chromosome segregation","GO:0009987","cellular process"
"GO:0045132","meiotic chromosome segregation","GO:0009987","cellular process"
"GO:0090521","glomerular visceral epithelial cell migration","GO:0009987","cellular process"
"GO:0001667","ameboidal-type cell migration","GO:0009987","cellular process"
"GO:0022029","telencephalon cell migration","GO:0009987","cellular process"
"GO:0051084","'de novo' posttranslational protein folding","GO:0009987","cellular process"
"GO:0060285","cilium-dependent cell motility","GO:0009987","cellular process"
"GO:0007270","neuron-neuron synaptic transmission","GO:0009987","cellular process"
"GO:0031023","microtubule organizing center organization","GO:0009987","cellular process"
"GO:0042026","protein refolding","GO:0009987","cellular process"
"GO:0043303","mast cell degranulation","GO:0009987","cellular process"
"GO:0046649","lymphocyte activation","GO:0009987","cellular process"
"GO:0010761","fibroblast migration","GO:0009987","cellular process"
"GO:0022417","protein maturation by protein folding","GO:0009987","cellular process"
"GO:0035425","autocrine signaling","GO:0009987","cellular process"
"GO:0051014","actin filament severing","GO:0009987","cellular process"
"GO:0060012","synaptic transmission, glycinergic","GO:0009987","cellular process"
"GO:0007412","axon target recognition","GO:0009987","cellular process"
"GO:0045063","T-helper 1 cell differentiation","GO:0009987","cellular process"
"GO:0060294","cilium movement involved in cell motility","GO:0009987","cellular process"
"GO:0022615","protein to membrane docking","GO:0009987","cellular process"
"GO:0051653","spindle localization","GO:0009987","cellular process"
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","GO:0009987","cellular process"
"GO:0019896","axonal transport of mitochondrion","GO:0009987","cellular process"
"GO:0043374","CD8-positive, alpha-beta T cell differentiation","GO:0009987","cellular process"
"GO:0042117","monocyte activation","GO:0009987","cellular process"
"GO:0061470","T follicular helper cell differentiation","GO:0009987","cellular process"
"GO:0021795","cerebral cortex cell migration","GO:0009987","cellular process"
"GO:0010644","cell communication by electrical coupling","GO:0009987","cellular process"
"GO:0006929","substrate-dependent cell migration","GO:0009987","cellular process"
"GO:0070242","thymocyte apoptotic process","GO:0009987","cellular process"
"GO:0051306","mitotic sister chromatid separation","GO:0009987","cellular process"
"GO:0002317","plasma cell differentiation","GO:0009987","cellular process"
"GO:0097050","type B pancreatic cell apoptotic process","GO:0009987","cellular process"
"GO:0017145","stem cell division","GO:0009987","cellular process"
"GO:0043654","recognition of apoptotic cell","GO:0009987","cellular process"
"GO:0003273","cell migration involved in endocardial cushion formation","GO:0009987","cellular process"
"GO:0044772","mitotic cell cycle phase transition","GO:0009987","cellular process"
"GO:0060684","epithelial-mesenchymal cell signaling","GO:0009987","cellular process"
"GO:0003253","cardiac neural crest cell migration involved in outflow tract morphogenesis","GO:0009987","cellular process"
"GO:0002283","neutrophil activation involved in immune response","GO:0009987","cellular process"
"GO:0008535","respiratory chain complex IV assembly","GO:0016043","cellular component organization"
"GO:0030032","lamellipodium assembly","GO:0016043","cellular component organization"
"GO:0035082","axoneme assembly","GO:0016043","cellular component organization"
"GO:0000387","spliceosomal snRNP assembly","GO:0016043","cellular component organization"
"GO:0007032","endosome organization","GO:0016043","cellular component organization"
"GO:0022617","extracellular matrix disassembly","GO:0016043","cellular component organization"
"GO:0051225","spindle assembly","GO:0016043","cellular component organization"
"GO:0051290","protein heterotetramerization","GO:0016043","cellular component organization"
"GO:0070206","protein trimerization","GO:0016043","cellular component organization"
"GO:0044782","cilium organization","GO:0016043","cellular component organization"
"GO:0034379","very-low-density lipoprotein particle assembly","GO:0016043","cellular component organization"
"GO:0050808","synapse organization","GO:0016043","cellular component organization"
"GO:0046785","microtubule polymerization","GO:0016043","cellular component organization"
"GO:0097435","supramolecular fiber organization","GO:0016043","cellular component organization"
"GO:0048312","intracellular distribution of mitochondria","GO:0016043","cellular component organization"
"GO:0001845","phagolysosome assembly","GO:0016043","cellular component organization"
"GO:0034080","CENP-A containing nucleosome assembly","GO:0016043","cellular component organization"
"GO:0043248","proteasome assembly","GO:0016043","cellular component organization"
"GO:0001578","microtubule bundle formation","GO:0016043","cellular component organization"
"GO:0031122","cytoplasmic microtubule organization","GO:0016043","cellular component organization"
"GO:0061025","membrane fusion","GO:0016043","cellular component organization"
"GO:0061024","membrane organization","GO:0016043","cellular component organization"
"GO:0070830","bicellular tight junction assembly","GO:0016043","cellular component organization"
"GO:0045214","sarcomere organization","GO:0016043","cellular component organization"
"GO:0048813","dendrite morphogenesis","GO:0016043","cellular component organization"
"GO:0071711","basement membrane organization","GO:0016043","cellular component organization"
"GO:0043653","mitochondrial fragmentation involved in apoptotic process","GO:0016043","cellular component organization"
"GO:0007040","lysosome organization","GO:0016043","cellular component organization"
"GO:0007051","spindle organization","GO:0016043","cellular component organization"
"GO:0007052","mitotic spindle organization","GO:0016043","cellular component organization"
"GO:0000492","box C/D snoRNP assembly","GO:0016043","cellular component organization"
"GO:0001731","formation of translation preinitiation complex","GO:0016043","cellular component organization"
"GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","GO:0016043","cellular component organization"
"GO:0035493","SNARE complex assembly","GO:0016043","cellular component organization"
"GO:0016188","synaptic vesicle maturation","GO:0016043","cellular component organization"
"GO:0034372","very-low-density lipoprotein particle remodeling","GO:0016043","cellular component organization"
"GO:0034375","high-density lipoprotein particle remodeling","GO:0016043","cellular component organization"
"GO:0000002","mitochondrial genome maintenance","GO:0016043","cellular component organization"
"GO:0032438","melanosome organization","GO:0016043","cellular component organization"
"GO:0034332","adherens junction organization","GO:0016043","cellular component organization"
"GO:0043149","stress fiber assembly","GO:0016043","cellular component organization"
"GO:0007076","mitotic chromosome condensation","GO:0016043","cellular component organization"
"GO:0044458","motile cilium assembly","GO:0016043","cellular component organization"
"GO:1905515","non-motile cilium assembly","GO:0016043","cellular component organization"
"GO:0060122","inner ear receptor cell stereocilium organization","GO:0016043","cellular component organization"
"GO:0034454","microtubule anchoring at centrosome","GO:0016043","cellular component organization"
"GO:0001836","release of cytochrome c from mitochondria","GO:0016043","cellular component organization"
"GO:0008053","mitochondrial fusion","GO:0016043","cellular component organization"
"GO:0007020","microtubule nucleation","GO:0016043","cellular component organization"
"GO:0042407","cristae formation","GO:0016043","cellular component organization"
"GO:0033108","mitochondrial respiratory chain complex assembly","GO:0016043","cellular component organization"
"GO:0030262","apoptotic nuclear changes","GO:0016043","cellular component organization"
"GO:0007021","tubulin complex assembly","GO:0016043","cellular component organization"
"GO:0097345","mitochondrial outer membrane permeabilization","GO:0016043","cellular component organization"
"GO:0046902","regulation of mitochondrial membrane permeability","GO:0016043","cellular component organization"
"GO:1902109","negative regulation of mitochondrial membrane permeability involved in apoptotic process","GO:0016043","cellular component organization"
"GO:0055003","cardiac myofibril assembly","GO:0016043","cellular component organization"
"GO:0031532","actin cytoskeleton reorganization","GO:0016043","cellular component organization"
"GO:0030031","cell projection assembly","GO:0016043","cellular component organization"
"GO:0007528","neuromuscular junction development","GO:0016043","cellular component organization"
"GO:0097352","autophagosome maturation","GO:0016043","cellular component organization"
"GO:0072553","terminal button organization","GO:0016043","cellular component organization"
"GO:0006999","nuclear pore organization","GO:0016043","cellular component organization"
"GO:0045216","cell-cell junction organization","GO:0016043","cellular component organization"
"GO:0030199","collagen fibril organization","GO:0016043","cellular component organization"
"GO:0030913","paranodal junction assembly","GO:0016043","cellular component organization"
"GO:0045217","cell-cell junction maintenance","GO:0016043","cellular component organization"
"GO:0016358","dendrite development","GO:0016043","cellular component organization"
"GO:1990535","neuron projection maintenance","GO:0016043","cellular component organization"
"GO:0006998","nuclear envelope organization","GO:0016043","cellular component organization"
"GO:0090286","cytoskeletal anchoring at nuclear membrane","GO:0016043","cellular component organization"
"GO:0034334","adherens junction maintenance","GO:0016043","cellular component organization"
"GO:0031032","actomyosin structure organization","GO:0016043","cellular component organization"
"GO:0007019","microtubule depolymerization","GO:0016043","cellular component organization"
"GO:0097062","dendritic spine maintenance","GO:0016043","cellular component organization"
"GO:0000730","DNA recombinase assembly","GO:0016043","cellular component organization"
"GO:0007029","endoplasmic reticulum organization","GO:0016043","cellular component organization"
"GO:0070584","mitochondrion morphogenesis","GO:0016043","cellular component organization"
