	gene	chr	start	end	tissue	cell.type
5522	Cars2	chr8	11529886	11531396	Liver	Liver.hepatocyte
5526	Cask	chrX	13421807	13424963	Liver	Liver.hepatocyte
5527	Casp6	chr3	129589142	129590073	Liver	Liver.hepatocyte
5528	Casp6	chr3	129590564	129591354	Liver	Liver.hepatocyte
5529	Casp6	chr3	129599324	129600006	Liver	Liver.hepatocyte
5530	Casp7	chr19	56452856	56453902	Liver	Liver.hepatocyte
5531	Casp9	chr4	141347720	141348236	Liver	Liver.hepatocyte
5532	Casp9	chr4	141378450	141379377	Liver	Liver.hepatocyte
5533	Cat	chr2	103290354	103291198	Liver	Liver.hepatocyte
5540	Cbfa2t2	chr2	154215137	154216852	Liver	Liver.hepatocyte
5541	Cbfa2t2	chr2	154223592	154224538	Liver	Liver.hepatocyte
5546	Cblc	chr7	20428250	20430794	Liver	Liver.hepatocyte
5547	Cbr1	chr16	93590829	93592114	Liver	Liver.hepatocyte
5548	Cbr1	chr16	93592948	93594038	Liver	Liver.hepatocyte
5549	Cbs	chr17	31743868	31745013	Liver	Liver.hepatocyte
5550	Cbs	chr17	31746820	31747359	Liver	Liver.hepatocyte
5554	Cbs	chr17	31791824	31793126	Liver	Liver.hepatocyte
5555	Cbx1	chr11	96692732	96693287	Liver	Liver.hepatocyte
5556	Cbx2	chr11	118836615	118837786	Liver	Liver.hepatocyte
5557	Cbx4	chr11	118952207	118953792	Liver	Liver.hepatocyte
5558	Cbx4	chr11	118987272	118989819	Liver	Liver.hepatocyte
5559	Cbx4	chr11	118994696	118996388	Liver	Liver.hepatocyte
5560	Cbx5	chr15	103078335	103079600	Liver	Liver.hepatocyte
5561	Cbx5	chr15	103111302	103112701	Liver	Liver.hepatocyte
5562	Ccdc107	chr4	43515625	43516783	Liver	Liver.hepatocyte
5563	Ccdc107	chr4	43531994	43533322	Liver	Liver.hepatocyte
5567	Ccdc122	chr14	77416570	77417525	Liver	Liver.hepatocyte
5568	Ccdc137	chr11	120283854	120285471	Liver	Liver.hepatocyte
5569	Ccdc137	chr11	120350610	120351341	Liver	Liver.hepatocyte
5570	Ccdc137	chr11	120361064	120362717	Liver	Liver.hepatocyte
5571	Ccdc137	chr11	120366738	120367488	Liver	Liver.hepatocyte
5572	Ccdc151	chr9	21796380	21797064	Liver	Liver.hepatocyte
5573	Ccdc159	chr9	21728298	21729042	Liver	Liver.hepatocyte
5574	Ccdc163	chr4	116331722	116332836	Liver	Liver.hepatocyte
5575	Ccdc22	chrX	7225510	7227012	Liver	Liver.hepatocyte
5576	Ccdc25	chr14	66407536	66408473	Liver	Liver.hepatocyte
5577	Ccdc25	chr14	66473936	66475301	Liver	Liver.hepatocyte
5578	Ccdc28a	chr10	17995862	17996886	Liver	Liver.hepatocyte
5579	Ccdc51	chr9	108995278	108995715	Liver	Liver.hepatocyte
5580	Ccdc51	chr9	108996735	108999374	Liver	Liver.hepatocyte
5581	Ccdc51	chr9	109027480	109028388	Liver	Liver.hepatocyte
5582	Ccdc57	chr11	120758840	120759863	Liver	Liver.hepatocyte
5583	Ccdc57	chr11	120763580	120765414	Liver	Liver.hepatocyte
5584	Ccdc58	chr16	36076335	36076826	Liver	Liver.hepatocyte
5585	Ccdc58	chr16	36087246	36088320	Liver	Liver.hepatocyte
5586	Ccdc58	chr16	36089960	36090850	Liver	Liver.hepatocyte
5587	Ccl25	chr8	4312967	4315414	Liver	Liver.hepatocyte
5588	Ccl25	chr8	4318814	4320307	Liver	Liver.hepatocyte
5589	Ccl27a	chr4	41690948	41691518	Liver	Liver.hepatocyte
5594	Ccnf	chr17	24383111	24383798	Liver	Liver.hepatocyte
5595	Ccng2	chr5	93679780	93681073	Liver	Liver.hepatocyte
5596	Ccng2	chr5	93694443	93697696	Liver	Liver.hepatocyte
5597	Ccng2	chr5	93724711	93726673	Liver	Liver.hepatocyte
5598	Ccng2	chr5	93734195	93735084	Liver	Liver.hepatocyte
5599	Ccni	chr5	93679780	93681073	Liver	Liver.hepatocyte
5600	Ccny	chr18	9490341	9491644	Liver	Liver.hepatocyte
5601	Ccny	chr18	9494522	9495361	Liver	Liver.hepatocyte
5602	Ccs	chr19	4820218	4821316	Liver	Liver.hepatocyte
5603	Ccs	chr19	4828585	4829894	Liver	Liver.hepatocyte
5607	Cct5	chr15	31535812	31537008	Liver	Liver.hepatocyte
5608	Cct5	chr15	31541537	31542524	Liver	Liver.hepatocyte
5609	Cct8	chr16	87524165	87525373	Liver	Liver.hepatocyte
5610	Cd1d1	chr3	86800056	86800418	Liver	Liver.hepatocyte
5612	Cd320	chr17	33965553	33966381	Liver	Liver.hepatocyte
5613	Cd59b	chr2	103881706	103882303	Liver	Liver.hepatocyte
5614	Cd59b	chr2	103923714	103925084	Liver	Liver.hepatocyte
5616	Cd82	chr2	93310041	93311807	Liver	Liver.hepatocyte
5617	Cda	chr4	137874275	137875996	Liver	Liver.hepatocyte
5618	Cda	chr4	137897976	137899875	Liver	Liver.hepatocyte
5619	Cda	chr4	137903212	137905246	Liver	Liver.hepatocyte
5620	Cdc123	chr2	5747217	5748152	Liver	Liver.hepatocyte
5621	Cdc123	chr2	5788529	5789301	Liver	Liver.hepatocyte
5622	Cdc14b	chr13	64416445	64417312	Liver	Liver.hepatocyte
5623	Cdc26	chr4	62028453	62029240	Liver	Liver.hepatocyte
5624	Cdc26	chr4	62050281	62051658	Liver	Liver.hepatocyte
5625	Cdc34	chr10	79143935	79146416	Liver	Liver.hepatocyte
5626	Cdc34	chr10	79157609	79159459	Liver	Liver.hepatocyte
5629	Cdc73	chr1	145510117	145511035	Liver	Liver.hepatocyte
5630	Cdh1	chr8	109129386	109129988	Liver	Liver.hepatocyte
5631	Cdh1	chr8	109156536	109158148	Liver	Liver.hepatocyte
5632	Cdh2	chr18	16948402	16950224	Liver	Liver.hepatocyte
5633	Cdh2	chr18	16955580	16957166	Liver	Liver.hepatocyte
5634	Cdk10	chr8	125705216	125706011	Liver	Liver.hepatocyte
5635	Cdk10	chr8	125714401	125716211	Liver	Liver.hepatocyte
5636	Cdk10	chr8	125735628	125737817	Liver	Liver.hepatocyte
5640	Cdk20	chr13	64487124	64488302	Liver	Liver.hepatocyte
5641	Cdk20	chr13	64501898	64504305	Liver	Liver.hepatocyte
5642	Cdk2ap2	chr19	4055199	4056914	Liver	Liver.hepatocyte
5643	Cdk2ap2	chr19	4068726	4069537	Liver	Liver.hepatocyte
5644	Cdk5	chr5	23888908	23890702	Liver	Liver.hepatocyte
5645	Cdk5rap1	chr2	154173646	154174526	Liver	Liver.hepatocyte
5646	Cdk5rap1	chr2	154215137	154216852	Liver	Liver.hepatocyte
5647	Cdk5rap1	chr2	154223592	154224538	Liver	Liver.hepatocyte
5648	Cdk5rap3	chr11	96798709	96800043	Liver	Liver.hepatocyte
5649	Cdk8	chr5	147001175	147002805	Liver	Liver.hepatocyte
5650	Cdk8	chr5	147035381	147035960	Liver	Liver.hepatocyte
5651	Cdk8	chr5	147060189	147060920	Liver	Liver.hepatocyte
5654	Cdk9	chr2	32606417	32607643	Liver	Liver.hepatocyte
5655	Cdkl2	chr5	92514824	92515281	Liver	Liver.hepatocyte
5656	Cdkn2aip	chr8	48791622	48792914	Liver	Liver.hepatocyte
5657	Cdkn2c	chr4	109312586	109313660	Liver	Liver.hepatocyte
5658	Cdkn2c	chr4	109328824	109330943	Liver	Liver.hepatocyte
5659	Cdo1	chr18	46872023	46872664	Liver	Liver.hepatocyte
5660	Cdo1	chr18	46881475	46882121	Liver	Liver.hepatocyte
5661	Cdo1	chr18	46884631	46884962	Liver	Liver.hepatocyte
5662	Cdo1	chr18	46893125	46893949	Liver	Liver.hepatocyte
5663	Ceacam1	chr7	26234757	26235864	Liver	Liver.hepatocyte
5664	Cebpa	chr7	35865648	35866761	Liver	Liver.hepatocyte
5665	Cebpa	chr7	35875307	35875981	Liver	Liver.hepatocyte
5672	Cebpa	chr7	35952724	35953569	Liver	Liver.hepatocyte
5673	Cebpb	chr2	167466553	167467511	Liver	Liver.hepatocyte
5674	Cebpz	chr17	79383144	79384266	Liver	Liver.hepatocyte
5675	Cebpz	chr17	79384376	79385263	Liver	Liver.hepatocyte
5676	Cecr2	chr6	120615088	120617668	Liver	Liver.hepatocyte
5677	Cecr2	chr6	120634459	120635534	Liver	Liver.hepatocyte
5678	Cela1	chr15	100485267	100486033	Liver	Liver.hepatocyte
5679	Cela1	chr15	100490647	100491195	Liver	Liver.hepatocyte
5680	Cela1	chr15	100509023	100510120	Liver	Liver.hepatocyte
5681	Cela1	chr15	100510895	100511563	Liver	Liver.hepatocyte
5682	Cela2a	chr4	141347720	141348236	Liver	Liver.hepatocyte
5683	Cela2a	chr4	141378450	141379377	Liver	Liver.hepatocyte
5685	Cenpl	chr1	163006044	163006894	Liver	Liver.hepatocyte
5686	Cenpm	chr15	82036448	82037719	Liver	Liver.hepatocyte
5687	Cenpm	chr15	82071169	82072147	Liver	Liver.hepatocyte
5688	Cenpv	chr11	62307968	62310239	Liver	Liver.hepatocyte
5689	Cenpv	chr11	62313705	62314549	Liver	Liver.hepatocyte
5690	Cenpv	chr11	62381600	62382445	Liver	Liver.hepatocyte
5691	Cep164	chr9	45656876	45659835	Liver	Liver.hepatocyte
5692	Ces1b	chr8	95587070	95588035	Liver	Liver.hepatocyte
5693	Ces1b	chr8	95594706	95596034	Liver	Liver.hepatocyte
5694	Ces1b	chr8	95598940	95599693	Liver	Liver.hepatocyte
5695	Ces1d	chr8	95757400	95758977	Liver	Liver.hepatocyte
5696	Ces1e	chr8	95757400	95758977	Liver	Liver.hepatocyte
5697	Ces1e	chr8	95776197	95777219	Liver	Liver.hepatocyte
5698	Ces1e	chr8	95787512	95788643	Liver	Liver.hepatocyte
5699	Ces1f	chr8	95757400	95758977	Liver	Liver.hepatocyte
5700	Ces1f	chr8	95776197	95777219	Liver	Liver.hepatocyte
5701	Ces1f	chr8	95787512	95788643	Liver	Liver.hepatocyte
5702	Ces1g	chr8	95855092	95855449	Liver	Liver.hepatocyte
5703	Ces2a	chr8	107293761	107294839	Liver	Liver.hepatocyte
5704	Ces2c	chr8	107332366	107333735	Liver	Liver.hepatocyte
5705	Ces2e	chr8	107432545	107433656	Liver	Liver.hepatocyte
5706	Ces2g	chr8	107508198	107509411	Liver	Liver.hepatocyte
5707	Ces3a	chr8	107545808	107547508	Liver	Liver.hepatocyte
5721	Ces4a	chr8	107676242	107677501	Liver	Liver.hepatocyte
5722	Cfb	chr17	34951707	34952731	Liver	Liver.hepatocyte
5723	Cfhr1	chr1	141444863	141445526	Liver	Liver.hepatocyte
5724	Cfhr2	chr1	141760273	141760764	Liver	Liver.hepatocyte
5725	Cgn	chr3	94588059	94588632	Liver	Liver.hepatocyte
5726	Cgnl1	chr9	71573719	71574639	Liver	Liver.hepatocyte
5727	Chchd1	chr14	21479587	21481601	Liver	Liver.hepatocyte
5728	Chchd1	chr14	21496994	21497514	Liver	Liver.hepatocyte
5729	Chchd10	chr10	75397726	75399357	Liver	Liver.hepatocyte
5730	Chchd5	chr2	128919743	128920887	Liver	Liver.hepatocyte
5731	Chd3	chr11	69177835	69178239	Liver	Liver.hepatocyte
5733	Chd3	chr11	69202328	69204268	Liver	Liver.hepatocyte
5734	Chd3	chr11	69214560	69215627	Liver	Liver.hepatocyte
5736	Chd9	chr8	93356774	93357426	Liver	Liver.hepatocyte
5740	Chd9	chr8	93431239	93433741	Liver	Liver.hepatocyte
5744	Chfr	chr5	110523161	110524501	Liver	Liver.hepatocyte
5745	Chid1	chr7	148703095	148704436	Liver	Liver.hepatocyte
5746	Chid1	chr7	148766982	148767944	Liver	Liver.hepatocyte
5747	Chka	chr19	3815594	3816298	Liver	Liver.hepatocyte
5748	Chka	chr19	3831606	3832290	Liver	Liver.hepatocyte
5749	Chka	chr19	3832800	3834722	Liver	Liver.hepatocyte
5750	Chka	chr19	3839613	3841055	Liver	Liver.hepatocyte
5751	Chkb	chr15	89227149	89228090	Liver	Liver.hepatocyte
5752	Chkb	chr15	89261683	89262564	Liver	Liver.hepatocyte
5753	Chmp1a	chr8	125705216	125706011	Liver	Liver.hepatocyte
5754	Chmp1a	chr8	125714401	125716211	Liver	Liver.hepatocyte
5755	Chmp1a	chr8	125735628	125737817	Liver	Liver.hepatocyte
5759	Chmp2a	chr7	13608319	13610761	Liver	Liver.hepatocyte
5760	Chmp5	chr4	40854946	40856327	Liver	Liver.hepatocyte
5761	Chmp5	chr4	40922395	40923249	Liver	Liver.hepatocyte
5762	Chmp6	chr11	119799946	119801033	Liver	Liver.hepatocyte
5763	Chmp6	chr11	119806458	119807109	Liver	Liver.hepatocyte
5764	Chmp6	chr11	119809330	119810680	Liver	Liver.hepatocyte
5765	Chn2	chr6	53997055	53997986	Liver	Liver.hepatocyte
5766	Chn2	chr6	54020463	54021865	Liver	Liver.hepatocyte
5767	Chn2	chr6	54181782	54182585	Liver	Liver.hepatocyte
5768	Chn2	chr6	54186241	54187017	Liver	Liver.hepatocyte
5769	Chn2	chr6	54206227	54206912	Liver	Liver.hepatocyte
5770	Chpt1	chr10	87947194	87948296	Liver	Liver.hepatocyte
5771	Chpt1	chr10	87976925	87978408	Liver	Liver.hepatocyte
5772	Chrac1	chr15	72897563	72898768	Liver	Liver.hepatocyte
5773	Chrd	chr16	20724147	20724923	Liver	Liver.hepatocyte
5774	Chst13	chr6	90256059	90257293	Liver	Liver.hepatocyte
5775	Chst13	chr6	90269205	90271392	Liver	Liver.hepatocyte
5776	Chsy3	chr18	59317093	59318314	Liver	Liver.hepatocyte
5777	Chsy3	chr18	59328609	59329706	Liver	Liver.hepatocyte
5778	Chsy3	chr18	59357782	59359355	Liver	Liver.hepatocyte
5779	Chuk	chr19	44137799	44138801	Liver	Liver.hepatocyte
5780	Chuk	chr19	44184794	44185394	Liver	Liver.hepatocyte
5781	Chuk	chr19	44202351	44203818	Liver	Liver.hepatocyte
5783	Cib3	chr8	74744773	74746051	Liver	Liver.hepatocyte
5784	Cib3	chr8	74746457	74747172	Liver	Liver.hepatocyte
5785	Cideb	chr14	56343145	56343974	Liver	Liver.hepatocyte
5786	Cidec	chr6	113377354	113379171	Liver	Liver.hepatocyte
5787	Cidec	chr6	113418602	113420236	Liver	Liver.hepatocyte
5788	Cidec	chr6	113430724	113431452	Liver	Liver.hepatocyte
5789	Cinp	chr12	112109323	112110179	Liver	Liver.hepatocyte
5790	Cir1	chr2	73163588	73164850	Liver	Liver.hepatocyte
5791	Cisd1	chr10	70786075	70787237	Liver	Liver.hepatocyte
5796	Cisd1	chr10	70851655	70852724	Liver	Liver.hepatocyte
5797	Cisd2	chr3	135064728	135067164	Liver	Liver.hepatocyte
5799	Cisd3	chr11	97545045	97548926	Liver	Liver.hepatocyte
5800	Cisd3	chr11	97574818	97576943	Liver	Liver.hepatocyte
5801	Cited2	chr10	17393942	17395253	Liver	Liver.hepatocyte
5802	Cited2	chr10	17403352	17404573	Liver	Liver.hepatocyte
5803	Cited2	chr10	17446973	17448078	Liver	Liver.hepatocyte
5804	Cks1b	chr3	89199464	89200883	Liver	Liver.hepatocyte
5805	Cks1b	chr3	89213633	89214134	Liver	Liver.hepatocyte
5806	Cks2	chr13	51731108	51733152	Liver	Liver.hepatocyte
5807	Clcn2	chr16	20724147	20724923	Liver	Liver.hepatocyte
5808	Cldn1	chr16	26357946	26359910	Liver	Liver.hepatocyte
5809	Cldn1	chr16	26368104	26369084	Liver	Liver.hepatocyte
5810	Cldn1	chr16	26369135	26369801	Liver	Liver.hepatocyte
5811	Cldn12	chr5	5494286	5495378	Liver	Liver.hepatocyte
5812	Cldn2	chrX	136341513	136343653	Liver	Liver.hepatocyte
5813	Cldn3	chr5	135441197	135442832	Liver	Liver.hepatocyte
5814	Cldn3	chr5	135456623	135457636	Liver	Liver.hepatocyte
5815	Cldn3	chr5	135459077	135459635	Liver	Liver.hepatocyte
5816	Cldn3	chr5	135468436	135469168	Liver	Liver.hepatocyte
5817	Cldn3	chr5	135491171	135492454	Liver	Liver.hepatocyte
5818	Clec11a	chr7	51555146	51555727	Liver	Liver.hepatocyte
5819	Clec11a	chr7	51559742	51561302	Liver	Liver.hepatocyte
5820	Clec16a	chr16	10524845	10526310	Liver	Liver.hepatocyte
5821	Clic3	chr2	25307957	25309240	Liver	Liver.hepatocyte
5822	Clic3	chr2	25327635	25328896	Liver	Liver.hepatocyte
5823	Clic3	chr2	25333321	25334613	Liver	Liver.hepatocyte
5824	Clic3	chr2	25334854	25335737	Liver	Liver.hepatocyte
5825	Clic3	chr2	25340166	25341456	Liver	Liver.hepatocyte
5826	Clk3	chr9	57570861	57571987	Liver	Liver.hepatocyte
5827	Clk3	chr9	57606879	57607704	Liver	Liver.hepatocyte
5828	Clk3	chr9	57610089	57610869	Liver	Liver.hepatocyte
5829	Clk3	chr9	57611885	57614870	Liver	Liver.hepatocyte
5830	Clmn	chr12	106055036	106056753	Liver	Liver.hepatocyte
5833	Cln5	chr14	103476985	103479218	Liver	Liver.hepatocyte
5834	Cln8	chr8	14841722	14843110	Liver	Liver.hepatocyte
5835	Cln8	chr8	14850098	14851050	Liver	Liver.hepatocyte
5836	Cln8	chr8	14851101	14851885	Liver	Liver.hepatocyte
5837	Cln8	chr8	14878744	14880765	Liver	Liver.hepatocyte
5838	Clns1a	chr7	104849379	104850066	Liver	Liver.hepatocyte
5839	Clp1	chr2	84571360	84571780	Liver	Liver.hepatocyte
5840	Clp1	chr2	84578545	84579067	Liver	Liver.hepatocyte
5841	Clp1	chr2	84596133	84597009	Liver	Liver.hepatocyte
5842	Clp1	chr2	84598630	84599440	Liver	Liver.hepatocyte
5843	Clpb	chr7	108763874	108765353	Liver	Liver.hepatocyte
5844	Clpx	chr9	65140917	65143103	Liver	Liver.hepatocyte
5845	Clpx	chr9	65144877	65145276	Liver	Liver.hepatocyte
5846	Clpx	chr9	65151353	65152513	Liver	Liver.hepatocyte
5847	Clpx	chr9	65154179	65154969	Liver	Liver.hepatocyte
5848	Clpx	chr9	65155887	65156187	Liver	Liver.hepatocyte
5849	Cltb	chr13	54663879	54664791	Liver	Liver.hepatocyte
5850	Cltb	chr13	54665637	54668107	Liver	Liver.hepatocyte
5851	Cltb	chr13	54684027	54685189	Liver	Liver.hepatocyte
5852	Cltb	chr13	54733857	54734851	Liver	Liver.hepatocyte
5855	Clu	chr14	66600458	66601853	Liver	Liver.hepatocyte
5856	Clu	chr14	66623608	66624272	Liver	Liver.hepatocyte
5857	Clybl	chr14	122570099	122571013	Liver	Liver.hepatocyte
5858	Clybl	chr14	122589120	122591150	Liver	Liver.hepatocyte
5865	Cmah	chr13	24533918	24534730	Liver	Liver.hepatocyte
5866	Cmas	chr6	142685930	142687806	Liver	Liver.hepatocyte
5867	Cmbl	chr15	31469393	31470588	Liver	Liver.hepatocyte
5868	Cmbl	chr15	31471721	31473508	Liver	Liver.hepatocyte
5869	Cmbl	chr15	31474732	31475294	Liver	Liver.hepatocyte
5870	Cmbl	chr15	31479941	31480681	Liver	Liver.hepatocyte
5874	Cmbl	chr15	31535812	31537008	Liver	Liver.hepatocyte
5875	Cmbl	chr15	31541537	31542524	Liver	Liver.hepatocyte
5876	Cmtm4	chr8	106897627	106900217	Liver	Liver.hepatocyte
5877	Cmtm4	chr8	106906931	106908387	Liver	Liver.hepatocyte
5878	Cmtm4	chr8	106911496	106912368	Liver	Liver.hepatocyte
5879	Cnnm2	chr19	46801306	46802892	Liver	Liver.hepatocyte
5880	Cnnm3	chr1	36522437	36523195	Liver	Liver.hepatocyte
5881	Cnnm3	chr1	36532462	36533909	Liver	Liver.hepatocyte
5882	Cnnm3	chr1	36582303	36583148	Liver	Liver.hepatocyte
5883	Cnnm3	chr1	36583552	36584337	Liver	Liver.hepatocyte
5884	Cnnm4	chr1	36522437	36523195	Liver	Liver.hepatocyte
5885	Cnnm4	chr1	36532462	36533909	Liver	Liver.hepatocyte
5886	Cnot1	chr8	98356199	98358227	Liver	Liver.hepatocyte
5887	Cnot8	chr11	57908982	57910245	Liver	Liver.hepatocyte
5888	Cnot8	chr11	57910347	57912153	Liver	Liver.hepatocyte
5889	Cnot8	chr11	57940717	57941493	Liver	Liver.hepatocyte
5890	Cnpy3	chr17	46860614	46861055	Liver	Liver.hepatocyte
5894	Coasy	chr11	100991307	100992385	Liver	Liver.hepatocyte
5895	Cobl	chr11	12359657	12360232	Liver	Liver.hepatocyte
5896	Cobll1	chr2	65055597	65056929	Liver	Liver.hepatocyte
5897	Cobll1	chr2	65057531	65058366	Liver	Liver.hepatocyte
5898	Cobll1	chr2	65070884	65071550	Liver	Liver.hepatocyte
5899	Cobll1	chr2	65075529	65077865	Liver	Liver.hepatocyte
5900	Cobll1	chr2	65099772	65100892	Liver	Liver.hepatocyte
5902	Cog3	chr14	76170828	76171669	Liver	Liver.hepatocyte
5906	Cog7	chr7	129158195	129159737	Liver	Liver.hepatocyte
5907	Col15a1	chr4	47251999	47252410	Liver	Liver.hepatocyte
5908	Col15a1	chr4	47253829	47254162	Liver	Liver.hepatocyte
5909	Col15a1	chr4	47258232	47259085	Liver	Liver.hepatocyte
5918	Col18a1	chr10	76608422	76609069	Liver	Liver.hepatocyte
5919	Col18a1	chr10	76609305	76610417	Liver	Liver.hepatocyte
5920	Col18a1	chr10	76621554	76622259	Liver	Liver.hepatocyte
5921	Col4a3bp	chr13	97269316	97270978	Liver	Liver.hepatocyte
5922	Col4a3bp	chr13	97340353	97341299	Liver	Liver.hepatocyte
5923	Col5a3	chr9	20585381	20586815	Liver	Liver.hepatocyte
5924	Col5a3	chr9	20593771	20594712	Liver	Liver.hepatocyte
5925	Col5a3	chr9	20608486	20609973	Liver	Liver.hepatocyte
5926	Col5a3	chr9	20666273	20667512	Liver	Liver.hepatocyte
5927	Colec12	chr18	9700854	9701594	Liver	Liver.hepatocyte
5928	Commd2	chr3	57470758	57471702	Liver	Liver.hepatocyte
5929	Commd2	chr3	57499756	57501540	Liver	Liver.hepatocyte
5930	Commd7	chr2	153417801	153419571	Liver	Liver.hepatocyte
5931	Commd7	chr2	153433476	153434446	Liver	Liver.hepatocyte
5932	Commd7	chr2	153434760	153435999	Liver	Liver.hepatocyte
5933	Commd7	chr2	153482307	153484112	Liver	Liver.hepatocyte
5934	Commd8	chr5	72601329	72602651	Liver	Liver.hepatocyte
5935	Commd9	chr2	101745634	101746806	Liver	Liver.hepatocyte
5936	Commd9	chr2	101758483	101759262	Liver	Liver.hepatocyte
5943	Copb1	chr7	121434253	121436994	Liver	Liver.hepatocyte
5944	Cops5	chr1	10029415	10030516	Liver	Liver.hepatocyte
5945	Cops5	chr1	9978306	9979554	Liver	Liver.hepatocyte
5948	Cops7a	chr6	124880211	124882509	Liver	Liver.hepatocyte
5949	Cops7b	chr1	88491699	88493964	Liver	Liver.hepatocyte
5950	Cops7b	chr1	88514845	88516010	Liver	Liver.hepatocyte
5951	Copz1	chr15	103078335	103079600	Liver	Liver.hepatocyte
5952	Copz1	chr15	103111302	103112701	Liver	Liver.hepatocyte
5953	Copz1	chr15	103135443	103136984	Liver	Liver.hepatocyte
5954	Copz1	chr15	103137435	103138087	Liver	Liver.hepatocyte
5955	Copz1	chr15	103138487	103139164	Liver	Liver.hepatocyte
5956	Copz2	chr11	96692732	96693287	Liver	Liver.hepatocyte
5957	Coq4	chr2	29606662	29607615	Liver	Liver.hepatocyte
5958	Coq6	chr12	85725424	85726556	Liver	Liver.hepatocyte
5959	Coq6	chr12	85743573	85744313	Liver	Liver.hepatocyte
5960	Coq7	chr7	125687500	125688769	Liver	Liver.hepatocyte
5961	Cox11	chr11	90528453	90529403	Liver	Liver.hepatocyte
5968	Cox18	chr5	90631360	90633034	Liver	Liver.hepatocyte
5969	Cox18	chr5	90686030	90687100	Liver	Liver.hepatocyte
5970	Cox19	chr5	139806793	139809916	Liver	Liver.hepatocyte
5971	Cox19	chr5	139834560	139835560	Liver	Liver.hepatocyte
5975	Cox7a2	chr9	79561722	79563592	Liver	Liver.hepatocyte
5976	Cox7a2	chr9	79577956	79579239	Liver	Liver.hepatocyte
5977	Cox7a2	chr9	79602965	79603655	Liver	Liver.hepatocyte
5978	Cp	chr3	19853457	19854738	Liver	Liver.hepatocyte
5979	Cp	chr3	19860158	19861238	Liver	Liver.hepatocyte
5980	Cp	chr3	19861390	19861683	Liver	Liver.hepatocyte
5981	Cp	chr3	19862595	19863462	Liver	Liver.hepatocyte
5982	Cp	chr3	19865238	19865539	Liver	Liver.hepatocyte
5983	Cp	chr3	19877687	19879099	Liver	Liver.hepatocyte
5984	Cpb2	chr14	75649511	75650656	Liver	Liver.hepatocyte
5985	Cpeb2	chr5	43608581	43610807	Liver	Liver.hepatocyte
5986	Cpeb2	chr5	43615457	43616601	Liver	Liver.hepatocyte
5987	Cpeb3	chr19	37266845	37267541	Liver	Liver.hepatocyte
5988	Cpeb3	chr19	37283466	37284330	Liver	Liver.hepatocyte
5989	Cpeb3	chr19	37316945	37317971	Liver	Liver.hepatocyte
5990	Cpn1	chr19	44072621	44074486	Liver	Liver.hepatocyte
5991	Cpn1	chr19	44078556	44079353	Liver	Liver.hepatocyte
5992	Cpn1	chr19	44099149	44100003	Liver	Liver.hepatocyte
5993	Cpn1	chr19	44101402	44102089	Liver	Liver.hepatocyte
5994	Cpn2	chr16	30235627	30237142	Liver	Liver.hepatocyte
6003	Cpne3	chr4	19454431	19456060	Liver	Liver.hepatocyte
6004	Cpne3	chr4	19499071	19499385	Liver	Liver.hepatocyte
6005	Cpox	chr16	58627551	58628781	Liver	Liver.hepatocyte
6006	Cpox	chr16	58661867	58664452	Liver	Liver.hepatocyte
6007	Cpox	chr16	58671529	58672078	Liver	Liver.hepatocyte
6008	Cpped1	chr16	11905254	11905653	Liver	Liver.hepatocyte
6009	Cps1	chr1	67123822	67125633	Liver	Liver.hepatocyte
6010	Cps1	chr1	67138455	67139698	Liver	Liver.hepatocyte
6011	Cps1	chr1	67148551	67149353	Liver	Liver.hepatocyte
6012	Cps1	chr1	67149686	67151043	Liver	Liver.hepatocyte
6013	Cps1	chr1	67159930	67160556	Liver	Liver.hepatocyte
6014	Cps1	chr1	67162855	67163759	Liver	Liver.hepatocyte
6015	Cps1	chr1	67171051	67171966	Liver	Liver.hepatocyte
6016	Cps1	chr1	67172023	67172430	Liver	Liver.hepatocyte
6017	Cps1	chr1	67174043	67174506	Liver	Liver.hepatocyte
6018	Cpsf1	chr15	76414346	76415219	Liver	Liver.hepatocyte
6019	Cpsf1	chr15	76446229	76448458	Liver	Liver.hepatocyte
6020	Cpsf1	chr15	76455466	76457526	Liver	Liver.hepatocyte
6021	Cpsf3	chr12	21307071	21308847	Liver	Liver.hepatocyte
6022	Cpsf3	chr12	21327002	21327425	Liver	Liver.hepatocyte
6025	Cpsf6	chr10	116779814	116780948	Liver	Liver.hepatocyte
6026	Cpsf6	chr10	116795736	116796945	Liver	Liver.hepatocyte
6027	Cpsf6	chr10	116812629	116815040	Liver	Liver.hepatocyte
6028	Cpsf6	chr10	116848701	116851207	Liver	Liver.hepatocyte
6034	Cpt2	chr4	107571805	107573378	Liver	Liver.hepatocyte
6035	Crat	chr2	30269090	30270179	Liver	Liver.hepatocyte
6036	Crat	chr2	30318651	30320309	Liver	Liver.hepatocyte
6037	Crb3	chr17	57195711	57196131	Liver	Liver.hepatocyte
